Question,Question Type,QID,title_old,Answer,TITLE
Which step should be taken to address the problem of opioid-related overdose epidemic?,Which,1018,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",Achieving an improved understanding of the factors contributing to prescription opioid-related overdose,Recommendations
What is the relationship between opioid dosage and risks of opioid overdose?,What,1019,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",progressively higher doses of prescribed opioids result in correspondingly higher risks of opioid overdose,Recommendations
Which factors increase the risk of opioid overdose?,Which,1020,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","certain concomitant demographic factors, co-occurring medical or psychiatric conditions,  or interacting medications or substances",Recommendations
What should be individualized based upon patient characteristics and preferences?,What,1021,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","Recognizing the lack of evidence of long-term benefit associated with LOT used alone and the risks of  harms with use of opioids without risk mitigation, dosing determinations",Recommendations
"Who will have greater mortality, co-occurring medical conditions, and other adverse events?",Who,1022,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","patients who require  higher doses of opioids, even in those who benefit from such therapy",Recommendations
Who will have greater mortality?,Who,1023,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","patients who require  higher doses of opioids, even in those who benefit from such therapy",Recommendations
Who will have co-occurring medical conditions?,Who,1024,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","patients who require  higher doses of opioids, even in those who benefit from such therapy",Recommendations
Who will have other adverse events?,Who,1025,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","patients who require  higher doses of opioids, even in those who benefit from such therapy",Recommendations
What should be considered when a closer follow-up is needed?,What,1026,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",healthcare resources and patient adherence should be considered,Recommendations
Who is at a high risk of prescription opioid overdose?,Who,1027,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",patients with co-occurring depression,Recommendations
What does increase the risk for serious prescription opioid-related toxicity or overdose across opioid dosages in patients?,What,1029,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",a history of or active SUD,Recommendations
What does increase the risk of fatal or non-fatal opioid overdose 2-10 fold across opioid dose ranges?,What,1030,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",Concurrent  prescribing of sedative-hypnotics and benzodiazepines,Recommendations
What does place patients at elevated risk for opioid overdose?,What,1031,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","opioids taken PRN (as needed) for chronic cancer pain versus regularly scheduled doses, or simultaneous PRN plus regularly scheduled",Recommendations
What needs to be better determined by researchers?,What,1033,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","the impact of systematic reductions in MEDD in terms of  pain relief, specific pain and medical conditions, overdose morbidity and mortality as well as potential  adverse outcomes (e.g., the incidence of associated OUD, infectious diseases related to intravenous drug  use disorder, and drug-related crime and diversion) and to determine whether/which conditions may be  appropriately treated with LOT",Recommendations
What should not be used for treatment of acute pain?,What,1034,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",Long-acting opioids,Recommendations
Which opioid/opioid formulation is preferred over the others?,Which,1035,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",no single,Recommendations
Which opioid/opioid formulation did not have enough evidence to be recommended for or against?,Which,1036,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","any specific opioid or opioid formulation,  specifically the following:  Short-acting versus long-acting opioids (for LOT for chronic pain), Route of administration/delivery among alternatives such as transdermal, buccal, sublingual, or pumps, Abuse deterrent formulations of opioids compared to non-abuse deterrent formulations, Tramadol and other dual-mechanism opioids. Buprenorphine for pain (compared to other opioids), Methadone (with QT monitoring). ",Recommendations
Which long-acting agents can be used for acute pain?,Which,1037,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",oxycodone/acetaminophen extended release [ER] tablets,Recommendations
What was the efficacy of long-acting opioids used once-daily compared to twice-daily use?,What,1038,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",non-inferior,Recommendations
Who has a significantly increased risk  of all-cause mortality compared to patients with CNCP who are taking an analgesic anticonvulsants or a  low-dose antidepressant?,Who,1039,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",patients with CNCP on long-acting OT,Recommendations
What should be approached with extreme caution and warrants specialty consultation?,What,1040,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",The concomitant use of oral and transdermal opioids or oral and intrathecal pumps,Recommendations
Which opioid delivery for opioids has significant potential for harm from OT?,Which,1041,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",either transdermal or buccal,Recommendations
Which delivery mechanism has no evidence of benefit ove traditional opioid delivery systems in patients with chronic pain? ,Which,1042,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",either transdermal or buccal,Recommendations
What are the risks associated with a fentanyl transdermal delivery system (or patch)?,What,1043,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","Unique pharmacokinetic profile, Continuous delivery, even after the patch is removed due to depot effect, Increased rate of delivery, Unpredictable variation in rate of delivery  - Due to alterations in temperature due to external heat, skin integrity, and amount of  adipose tissue, Among patients with fever, skin damage, or cachexia",Recommendations
Which specific safety precautions should all clinicians be aware of regarding transdermal fentanyl?,Which,1044,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","Transdermal fentanyl should not be used in opioid-naïve patients; Patients need to be informed that: Heat (e.g., sun exposure, heating pad, febrile condition) can increase the rate and quantity  of absorption, Proper application includes: being sure to take old patch off; never applying damaged patch  or a patch to non-intact skin; proper disposal to avoid exposure to children and pets, and precautions taken against possible diversion of remaining drug in used patch; Adjusted dose (i.e., decreased patch size) should be used in patients with renal or hepatic  insufficiency and considered in elderly patients and those with febrile illness ",Recommendations
What is the aim of most abuse deterrent formulations?,What,1045,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","to present a physical barrier to prevent chewing,  crushing, cutting, grating, or grinding of the dosage form, or present a chemical barrier, such as a gelling  agent, that will resist extraction of the opioid with use of a common solvent",Recommendations
"What can be added to interfere with, reduce, or defeat the euphoria  associated with abuse of an agent intended for oral use when taken nasally or parenterally?",What,1046,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",an opioid  antagonist (naloxone or naltrexone),Recommendations
What is the most common method of abuse?,What,1047,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",consumption  of a large number of intact capsules or tablets,Recommendations
What is the stance regarding the abuse deterrent formulations for LOT?,What,1048,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",do not recommend for or against,Recommendations
What is needed to ascertain whether abuse deterrent formulations actually reduce OUD when used for chronic pain? ,What,1049,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",Future research,Recommendations
"What is needed to ascertain whether said formulations differ across clinical outcomes such as pain, function,  and adverse events?  ",What,1050,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",Future research,Recommendations
What is included in the dual-mechanism opioids?,What,1051,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",formulations of an opioid medication with a selective serotonin reuptake  inhibitor (SSRI) or a serotonin-norepinephrine reuptake inhibitor (SNRI),Recommendations
What are the examples of dual-mechanism opioids?,What,1052,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",tramadol and tapentadol,Recommendations
What are the differences between tramadol and tapentadol?,What,1053,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","While both are dual-mechanism opioids, they differ in their affinity for the mu  opioid receptor, resulting in partial versus full agonist effects",Recommendations
What is recommended for mild-to-moderate acute pain?,What,1055,Discussion of Recommendations: Opioid Therapy for Acute Pain: Recommendation,alternatives to opioids,Recommendations
What is sugested when opioids are used for acute pain?,What,1056,Discussion of Recommendations: Opioid Therapy for Acute Pain: Recommendation,use of multimodal pain care including non-opioid medications as indicated,Recommendations
What is recommended if take-home opioids are prescribed?,What,1057,Discussion of Recommendations: Opioid Therapy for Acute Pain: Recommendation,immediate-release opioids are used at the lowest effective dose with opioid therapy reassessment no later than 3-5 days to determine if  adjustments or continuing opioid therapy is indicated,Recommendations
What should be offered to patients?,What,1058,Discussion of Recommendations: Opioid Therapy for Acute Pain: Recommendation,Patient education about opioid risks and alternatives to opioid therapy,Recommendations
What can can be a gateway to LOT?,What,1059,Discussion of Recommendations: Opioid Therapy for Acute Pain: Discussion,acute OT,Recommendations
Who are at an increased risks of acute OT extending into LOT?,Who,1060,Discussion of Recommendations: Opioid Therapy for Acute Pain: Discussion,"patients with mood disorders, those who refill  the initial prescription, higher prescribed dose (greater than 120 mg MEDD), and initiation using long acting opioids",Recommendations
What does increase the risk of acute post-operative OT progressing into LOT?,What,1061,Discussion of Recommendations: Opioid Therapy for Acute Pain: Discussion,"a  history of depression, SUD, catastrophizing, higher preoperative total body pain, history of back pain, and  preoperative use of sedative-hypnotics or antidepressants",Recommendations
What does risk of overdose include?,What,1062,Discussion of Recommendations: Opioid Therapy for Acute Pain: Discussion,the use of opioids for acute pain,Recommendations
Which factors increase overdose risk when opioids are used for acute pain?,Which,1063,Discussion of Recommendations: Opioid Therapy for Acute Pain: Discussion,"high prescribed dose, history of SUD, and history of  mental health concerns",Recommendations
Which opioid risk mitigation strategies should be incorporateed into opioid prescribing for acute pain?,Which,1064,Discussion of Recommendations: Opioid Therapy for Acute Pain: Discussion,"patient education, use of non-opioid adjunctive therapy, and  structured reassessment of opioid risks and benefits for all on acute OT. Also, consider checking the PDMP and performing a UDT.  ",Recommendations
Which strategies may be helpful for those at higher risk of adverse events related to opioid therapy?,Which,1065,Discussion of Recommendations: Opioid Therapy for Acute Pain: Discussion,"checking the PDMP, performing a  UDT, placement in an inpatient setting or monitored environment, and/or providing OEND",Recommendations
What are the limitation of this CPG?,What,1068,About this Clinical Practice Guideline,"As with other CPGs, there are limitations, including significant evidence gaps. Further, there is a need to  develop effective strategies for guideline implementation and evaluation of the effect of guideline  adherence on clinical outcomes.",Specifications
How are the standards of care determined?,How,1069,About this Clinical Practice Guideline,on the basis of all  clinical data available for an individual patient and are subject to change as scientific knowledge and  technology advance and patterns evolve,Specifications
What is not the intention of this guideline?,What,1070,About this Clinical Practice Guideline,to serve as a standard of care,Specifications
How to use a CPG?,How,1072,About this Clinical Practice Guideline,"the use of a CPG must always be considered as a recommendation, within the context of a provider’s  clinical judgment and patient values and preferences, for the care of an individual patient",Specifications
What is this OT CPG designed to do?,What,1073,About this Clinical Practice Guideline: Scope of this Clinical Practice Guideline,assist healthcare providers in managing or co-managing patients on or being  considered for LOT,Specifications
What does this CPG not do?,What,1075,About this Clinical Practice Guideline: Scope of this Clinical Practice Guideline,"does not provide recommendations for the management of pain with LOT in children or  adolescents, in patients with acute pain, or in patients receiving end-of-life care",Specifications
What kind of approach is highly recommended for communication with a patient?,What,1076,About this Clinical Practice Guideline: Scope of this Clinical Practice Guideline,An empathetic and non-judgmental (versus a confrontational or adversarial)  ,Specifications
Why is an empathetic and non-judgmental approach highly recommended for communication with a patient?,Why,1077,About this Clinical Practice Guideline: Scope of this Clinical Practice Guideline,"in order to build trust and facilitate frank discussions relating to the social, economic, emotional, and cultural factors that influence patients’  perceptions, behaviors, and decision making",Specifications
Why only nine key questions (KQs) were prioritized from many possible KQs?,Why,1078,About this Clinical Practice Guideline: Scope of this Clinical Practice Guideline,Because a comprehensive review of the evidence related to LOT was not feasible,Specifications
What does the 2017 version of the VA/DoD OT CPG provide?,What,1079,About this Clinical Practice Guideline: Highlighted Features of this Clinical Practice Guideline,practice  recommendations for the care of populations with chronic pain already on or being considered for LOT,Specifications
What is the scope of this CPG?,What,1080,About this Clinical Practice Guideline: Highlighted Features of this Clinical Practice Guideline,to  focus on the use of opioids for chronic pain rather than being comprehensive about all treatment options,Specifications
What is the strength of this CPG?,What,1081,About this Clinical Practice Guideline: Highlighted Features of this Clinical Practice Guideline,"the multidisciplinary stakeholder involvement from its inception,  ensuring representation from the broad spectrum of clinicians engaged in the treatment and management  of patients with chronic pain on or being considered for LOT",Specifications
Which factors were considered for the framework for recommendations in this CPG?,Which,1082,About this Clinical Practice Guideline: Highlighted Features of this Clinical Practice Guideline,"balancing desired outcomes with potential harms of treatment, equity of resource availability,  the potential for variation in patient values and preferences, and other considerations",Specifications
What methodology was used in developing the 2017 CPG?,What,1083,About this Clinical Practice Guideline: Methods,"the VA/DoD  Guideline for Guidelines,[1] an internal document of the VA and DoD EBPWG",Specifications
What does the VA/DoD Guideline for Guidelines provide?,What,1084,About this Clinical Practice Guideline: Methods,"information regarding the process of developing guidelines, including the identification and  assembly of the Guideline Champions (“Champions”) and other subject matter experts from within the VA  and DoD, known as the “Work Group,” and ultimately, the development and submission of an updated OT  CPG",Specifications
What does VA/DoD CPGs encourage clinicians to do?,What,1085,About this Clinical Practice Guideline: Patient-centered Care,"to use a patient-centered care approach that is tailored to the patient’s  capabilities, needs, goals, prior treatment experience, and preferences",Specifications
What should all patients in the healthcare system be offered?,What,1086,About this Clinical Practice Guideline: Patient-centered Care,access to evidence-based interventions appropriate to that  patient,Specifications
What is the purpose of patient-centered care?,What,1087,About this Clinical Practice Guideline: Patient-centered Care,"decrease patient anxiety, increase trust in  clinicians,[77] and improve treatment adherence",Specifications
What can be used to convey openness to discuss any future concerns?,What,1088,About this Clinical Practice Guideline: Patient-centered Care,Improved patient-clinician communication through  patient-centered care,Specifications
What should the clinicians do as part of the patient-centered care approach?,What,1089,About this Clinical Practice Guideline: Patient-centered Care,"review the patient’s history including previous treatment approaches, their results, and any other outcomes with the patient",Specifications
What should the clinicians ask the patient?,What,1090,About this Clinical Practice Guideline: Patient-centered Care,about his or her willingness to accept a referral to an addiction or other behavioral health specialist when appropriate,Specifications
What is the basis of the shared decision making process for chronic pain treatment planning?,What,1091,About this Clinical Practice Guideline: Shared Decision Making,the foundation of a  patient-centered assessment of risks and benefits and a clinical synthesis performed by the provider,Specifications
What does the patient-centered assessment incorporate?,What,1092,About this Clinical Practice Guideline: Shared Decision Making,"a patient-centered interview, and exploration of  patient values, goals, questions, concerns, and expectations",Specifications
What can facilitate clinical risk assessment and adherence to risk mitigation?,What,1093,About this Clinical Practice Guideline: Clinical Decision Support Tools,There are electronic tools,Specifications
Which electronic tools are currently used in the VA?,Which,1094,About this Clinical Practice Guideline: Clinical Decision Support Tools,the Opioid Therapy Risk Report (OTRR) and the Stratification Tool for  Opioid Risk Mitigation (STORM),Specifications
What does the OTRR do?,What,1095,About this Clinical Practice Guideline: Clinical Decision Support Tools,"allows VA providers to review clinical data related to opioid  pain treatment within the electronic medical record (EMR), providing an efficient way of monitoring the  data",Specifications
What does the STORM tool do?,What,1096,About this Clinical Practice Guideline: Clinical Decision Support Tools,"incorporates co-occurring medical and mental health conditions, SUD, opioid dose,  co-prescribed sedatives, and information about prior adverse events and generates estimates of patients’  risk or hypothetical risk when considering initiation of opioid therapy. It quantifies risk for poisoning or  suicide-related events and for drug-related events, accidents, falls, and drug-induced conditions over a  three-year window. Further, it provides suggestions as to what alternative treatments have not been tried  and what risk mitigation strategies need to be applied.",Specifications
"For patients at risk for overdose, what should be done?",What,13,Pain Management Opioid Taper Decision Tool,"Offer risk mitigation strategies, including naloxone",Specifications
"Prior to any changes in therapy, what should be discussed with the Veteran?",What,45,Pain Management Opioid Taper Decision Tool,"the risks of continued use, along with possible benefits",Specifications
Tapering the opioid analgesic without providing OUD treatment may increase the risk of what?,What,73,Pain Management Opioid Taper Decision Tool,overdose and other adverse events,Specifications
Continuing to prescribe the opioid without providing OUD treatment may increase the risk of what?,What,74,Pain Management Opioid Taper Decision Tool,overdose and other adverse events,Specifications
"A discussion should occur between the Veteran, family members/caregivers, and the provider prior to what?",What,91,Pain Management Opioid Taper Decision Tool,any changes being made in opioid prescribing,Specifications
"If the initial goal is determined to be a dose reduction, what may indicate that complete discontinuation is more suitable?",What,106,Pain Management Opioid Taper Decision Tool,subsequent regular reassessment,Specifications
"Slower, more gradual tapers can be completed over several months to years based on what?",What,110,Pain Management Opioid Taper Decision Tool,the opioid dose,Specifications
"If the patients under opioid taper pna resume their original dose, they are at risk of what?",What,125,Pain Management Opioid Taper Decision Tool,an overdose,Specifications
5% opioid reduction of morphine SR 90 mg Q8h = 270 MEDD during the first month in the slowest taper consists of what?,What,129,Pain Management Opioid Taper Decision Tool,"90 mg SR qam, 75 mg for noon, 90 mg qpm",Specifications
Clinicians should continue the slowest taper based on what?,What,130,Pain Management Opioid Taper Decision Tool,Veteran response,Specifications
During the first month in the slower taper what does consist of 16% reduction of morphine SR 90 mg Q8h = 270 MEDD?,What,145,Pain Management Opioid Taper Decision Tool,75 mg (60 mg+15 mg)SR Q8h,Specifications
During the first week in the faster taper what does consist of 16% reduction of morphine SR 90 mg Q8h = 270 MEDD?,What,156,Pain Management Opioid Taper Decision Tool,75 mg SR Q8h,Specifications
During the first day in the rapid taper what does consist of 33% reduction of morphine SR 90 mg Q8h = 270 MEDD?,What,167,Pain Management Opioid Taper Decision Tool,60 mg SR (15 mg x 4) Q8h,Specifications
"If patients are prescribed both long-acting and short-acting opioids, the decision about which formulation to be tapered first should be individualized based on what?",What,184,Pain Management Opioid Taper Decision Tool,"medical history, mental health diagnoses, and patient preference",Specifications
The veteran undergoing slow tapering should be involved in what?,What,195,Pain Management Opioid Taper Decision Tool,skills training and/or have a comprehensive pain care plan,Specifications
Follow-up for tapering is recommended to be what?,What,199,Pain Management Opioid Taper Decision Tool,a team function with various team members taking on roles in which they have demonstrated specific competencies,Specifications
On what to follow-up with the Veteran?,What,216,Pain Management Opioid Taper Decision Tool,"patient function, pain intensity, sleep, physical activity, personal goals, and stress level",Specifications
Gabapentin can help reduce what?,What,240,Pain Management Opioid Taper Decision Tool,"withdrawal symptoms and help with pain, anxiety, and sleep",Specifications
"Being developed by a panel of multidisciplinary experts, what does the guideline do?",What,257,Qualifying Statements,provides a clear explanation of the logical relationships between various care options and health outcomes while rating both the quality of the evidence and the strength of the recommendation,Introduction
Every healthcare professional making use of these guidelines is responsible for what?,What,260,Qualifying Statements,evaluating the appropriateness of applying them in the setting of any particular clinical situation,Introduction
"Since the release of the Clinical Practice Guideline, what has been growingly recognized?",What,274,Introduction,"an epidemic of opioid misuse and opioid use disorder (OUD) in America, including among America’s Veterans",Introduction
The ultimate judgement regarding a particular clinical procedure or treatment course must be made in light of what?,What,292,How to Use This Clinical Practice Guideline,"the patient’s clinical presentation, patient preferences, and the available diagnostic and treatment options",Introduction
The use of a CPG must always be considered as what?,What,293,How to Use This Clinical Practice Guideline,"a recommendation, within the context of a provider’s clinical judgment and patient values and preferences, in the care for an individual patient.",Introduction
"Given the relevance of all four domains in grading recommendations, what did the Work Group encounter?",What,297,Recommendations,"multiple instances in which confidence in the quality of the evidence was low or very low, while there was marked imbalance of benefits and harms, as well as certain other important considerations arising from the domains of values and preferences and/or other implications",Recommendations
Self-management strategies are recommended as alternatives to what?,What,301,Recommendations,opioid therapy,Recommendations
Consideration of opioid therapy beyond 90 days requires what?,What,308,Recommendations,reevaluation and discussion with patient of risks and benefits,Recommendations
"If prescribing opioids, what is the recommended dose?",What,326,Recommendations,lowest dose of opioids as indicated by patient-specific risks and benefits,Recommendations
At what range of dose the risks for overdose and death significantly increase?,What,333,Recommendations,20- 50 mg morphine equivalent daily dose,Recommendations
It is recommended to individualize opioid tapering based on what?,What,343,Recommendations,risk assessment and patient needs and characteristics,Recommendations
Medication assisted treatment is recommended for what?,What,348,Recommendations,opioid use disorder,Recommendations
Alternatives to opioids are recommended for what?,What,351,Recommendations,mild-to-moderate acute pain,Recommendations
"If take-home opioids are prescribed, what is the recommended dose of immediate-release opioids?",What,355,Recommendations,lowest effective,Recommendations
The CPG follows an algorithm that is designed to do what?,What,359,Algorithm,facilitate understanding of the clinical pathway and decision making process used in management of LOT,Algorithm
The use of the algorithm format as a way to represent patient management was chosen based on what?,What,360,Algorithm,the understanding that such a format may promote more efficient diagnostic and therapeutic decision making and has the potential to change patterns of resource use,Algorithm
Follow-up with patients frequently based on what?,What,479,Module D: Patients Currently on Opioid Therapy,patient risk factors,Algorithm
"From 2000 through 2010, what was the increment of the proportion of pain visits during which opioid was prescribed?",What,493,Opioid Epidemic,from 11.3% to 19.6%,Background
"From 2000 through 2010, what was the increment of the proportion of pain visits during which non-opioid pharmacologic therapies were prescribed?",What,494,Opioid Epidemic,from 26% to 29%,Background
"From 1999 to 2008, what is increasing in parallel with the increment of opioid prescribing?",What,501,Opioid Epidemic,"morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions",Background
"Between 2000 and 2013, what increased along with the increment of prescription opioid use?",What,513,Opioid Epidemic,the rate of heroin overdose deaths,Background
"In 2010, what was the focus of National Drug Control Strategy?",What,547,Prioritizing Safe Opioid Prescribing Practices and Use ,The increasing use of opioids,Background
"In Operation Enduring Freedom/Operation Iraqi Freedom (OEF/OIF) Veterans, chronic pain was associated with what?",What,644,Epidemiology and Impact: VA/DoD Population ,"poorer physical function, independent of comorbid mental health concerns",Background
"Among patients  being treated by the VHA system that received opioids, what was significantly associated with opioid-related toxicity/overdose compared to no history of  depression?",What,674,Mental health disorders,a history of depression,Background
"Among patients  being treated by the VHA system that received opioids, a history of depression was  significantly associated with what?",What,675,Mental health disorders,opioid-related toxicity/overdose,Background
LOT has been associated with what kinds of symptoms?,What,677,Mental health disorders,worsening depressive symptoms,Background
"Among patients on OT, what was significantly higher among patients with a history of PTSD as compared to patients with other (or no) mental  health diagnoses?",What,679,Mental health disorders,a prevalence of self inflicted injuries,Background
On what kind of evidence should the providers who suspect diversion base treatment plans?,What,694,Significant Risk Factors,objective,Background
LOT is an ineffective treatment modality for patients with what kind of headaches?,What,713,Significant Risk Factors,"migraine headaches (with or without aura), tension-type headaches,  occipital neuralgia, or myofascial pain",Background
"In response to the recognition of pain and its management as a public health problem in 2011, what was investigated and reported by the National Academy of Medicine?",What,735,"Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion 
","the state of pain research, treatment, and  education in the U.S.",Recommendations
"In addition to non-pharmacological therapies, what should be tried and optimized before consideration of opioid medications?",What,754,"Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion 
",appropriate mechanism and condition specific non-opioid pharmacologic agents,Recommendations
To what the prevalence of OUD in patients with CNCP is related?,What,774,"Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion 
",duration of opioid use as well as dose,Recommendations
Opioids carry a significant risk for what?,What,788,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,"OUD, overdose, and death, especially among patients with untreated  SUD",Recommendations
The presence of a lifetime history of SUD for patients with CNCP was associated with what?,What,793,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,28 times increased  odds of therapeutic opioid addiction compared to patients with CNCP without a lifetime history of SUD,Recommendations
Some patients with SUD may disagree with what?,What,795,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,the recommendation to use non-opioid modalities in lieu of  LOT to treat their pain,Recommendations
Veterans receiving both opioids and benzodiazepines were at an increased risk of what?,What,808,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,death from drug overdose,Recommendations
"Due to the difficulty of tapering or discontinuing benzodiazepines, what should be done when considering initiating benzodiazepines for Veterans with PTSD who have co-occurring chronic pain?",What,820,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,particular caution should be used,Recommendations
Benzodiazepines to treat acute anxiety symptoms after trauma are associated with what?,What,826,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,a  higher incidence of PTSD symptoms,Recommendations
Exacerbation of severe PTSD symptoms may result from what?,What,829,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,gradual benzodiazepine taper,Recommendations
"In addition to benzodiazepines, what to do with caution?",What,831,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,the addition of other psychoactive medications to LOT,Recommendations
The combination of zolpidem and opioids increases what?,What,834,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,the AOR of  overdose,Recommendations
All patients who take opioids chronically are at risk for what?,What,842,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,OUD and overdose,Recommendations
Younger patients are at a higher risk of what?,What,862,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,opioid misuse (as suggested by a UDT indicating high-risk  medication-related behavior),Recommendations
"In comparison to patients in the 20-44 age  group, patients in the 45-64 year age group were significantly less likely to have what?",What,864,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,"an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC])",Recommendations
There may be some variation in what?,What,888,Discussion of Recommendations: Risk Mitigation: Discussion,patient values and preferences,Recommendations
"Given the recognized risks of opioid therapy, what should be included in an optimal approach to care?",What,898,"Discussion of Recommendations: Risk Mitigation: Discussion: Written Informed Consent and Opioid Treatment Agreements 
","a robust,  signature informed consent process that is patient-centered and provides patients with information about  known benefits and harms of OT and treatment alternatives",Recommendations
"Given the recognized risks of opioid therapy, what should include a robust,  signature informed consent process?",What,899,"Discussion of Recommendations: Risk Mitigation: Discussion: Written Informed Consent and Opioid Treatment Agreements 
",an optimal approach to care,Recommendations
For what purpose state database queries are used throughout the country?,What,903,Discussion of Recommendations: Risk Mitigation: Discussion: State Prescription Drug Monitoring Programs,detection of multi-sourcing of controlled substances,Recommendations
"According to CDC, what needs to be checked at least quarterly?",What,906,Discussion of Recommendations: Risk Mitigation: Discussion: State Prescription Drug Monitoring Programs,the state database system,Recommendations
"Availability of accurate and timely confirmatory testing (e.g., gas chromatography-mass spectrometry  [GCMS]) is critical due to what?",What,910,Discussion of Recommendations: Risk Mitigation: Discussion: Urine Drug Testing and Confirmatory Testing,the false positive and negative rates associated with UDTs,Recommendations
Patients receiving opioid analgesics who do not meet DSM-5 criteria for OUD may benefit from what?,What,932,Discussion of Recommendations: Risk Mitigation: Discussion: Patients at High Risk for Opioid Use Disorder,an  alternative management strategy: close follow-up and CBT,Recommendations
Returning unused opioid medications has been explored as a strategy for what?,What,936,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,to reduce the amount of opioids in  the community,Recommendations
The National Drug Control Strategy advocates take back programs as what?,What,940,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,an effective tool,Recommendations
Community-based needle exchange programs have been shown to do what?,What,948,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,"be an effective risk mitigation strategy for reducing high-risk behaviors (e.g., sharing needles) and infectious disease transmission among injection drug users",Recommendations
The 2015 outbreak of HIV/hepatitis in rural Indiana and subsequent successful implementation of a needle exchange program is an example of what?,What,954,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,the threat to rural communities from non-prescription opioid use and the potential benefits of needle exchange programs for use as a risk mitigation strategy,Recommendations
Intensification of monitoring helps with what?,What,976,Discussion of Recommendations: Risk Mitigation: Discussion,mitigate the risk of suicide among patients on LOT,Recommendations
