Opioid Epidemic,"Chronic pain is a national public health problem as outlined in the 2011 study by the National Academy of Medicine (previously the Institute of Medicine [IOM]). At least 100 million Americans suffer from some form of chronic pain. Until recently, the treatment of chronic pain with opioids was increasing at an alarming rate. The increase in prescriptions of these medications has been accompanied by an epidemic of opioid-related adverse events.",What was accompanying the increase in prescriptions of opioid medications?,an epidemic of opioid-related adverse events,,,,
Opioid Epidemic,"From 2000 through 2010, the proportion of pain visits during which opioid and non-opioid pharmacologic therapies were prescribed increased from 11.3% to 19.6% and from 26% to 29%, respectively. In 2012, for every 100 persons in the United States (U.S.), 82.5 opioid prescriptions and 37.6 benzodiazepine prescriptions were written by healthcare providers. In the emergency department, at least 17% of discharges included prescriptions for opioids.","From 2000 through 2010, what was the increment of the proportion of pain visits during which opioid was prescribed?",from 11.3% to 19.6%,,,,
Opioid Epidemic,"From 2000 through 2010, the proportion of pain visits during which opioid and non-opioid pharmacologic therapies were prescribed increased from 11.3% to 19.6% and from 26% to 29%, respectively. In 2012, for every 100 persons in the United States (U.S.), 82.5 opioid prescriptions and 37.6 benzodiazepine prescriptions were written by healthcare providers. In the emergency department, at least 17% of discharges included prescriptions for opioids.","From 2000 through 2010, what was the increment of the proportion of pain visits during which non-opioid pharmacologic therapies were prescribed?",from 26% to 29%,,,,
Opioid Epidemic,"From 2000 through 2010, the proportion of pain visits during which opioid and non-opioid pharmacologic therapies were prescribed increased from 11.3% to 19.6% and from 26% to 29%, respectively. In 2012, for every 100 persons in the United States (U.S.), 82.5 opioid prescriptions and 37.6 benzodiazepine prescriptions were written by healthcare providers. In the emergency department, at least 17% of discharges included prescriptions for opioids.","In 2012, how many opioid prescriptions were written by healthcare providers for every 100 persons?",82.5,,,,
Opioid Epidemic,"From 2000 through 2010, the proportion of pain visits during which opioid and non-opioid pharmacologic therapies were prescribed increased from 11.3% to 19.6% and from 26% to 29%, respectively. In 2012, for every 100 persons in the United States (U.S.), 82.5 opioid prescriptions and 37.6 benzodiazepine prescriptions were written by healthcare providers. In the emergency department, at least 17% of discharges included prescriptions for opioids.","In 2012, how many benzodiazepine prescriptions were written by healthcare providers for every 100 persons?",37.6,,,,
Opioid Epidemic,"From 2000 through 2010, the proportion of pain visits during which opioid and non-opioid pharmacologic therapies were prescribed increased from 11.3% to 19.6% and from 26% to 29%, respectively. In 2012, for every 100 persons in the United States (U.S.), 82.5 opioid prescriptions and 37.6 benzodiazepine prescriptions were written by healthcare providers. In the emergency department, at least 17% of discharges included prescriptions for opioids.",How many discharges in the emergency department included prescriptions for opioids?,at least 17%,,,,
Opioid Epidemic,"There has been limited research on the effectiveness of LOT for non-end-of-life pain. At the same time, there is mounting evidence of the ill effects of LOT, including increased mortality, OUD, overdose, sexual dysfunction, fractures, myocardial infarction, constipation, and sleep-disordered breathing. Despite increasing awareness of the known harms of opioids, 259 million opioid prescriptions were still written in 2012.",How much research has there been on the effectiveness of LOT for non-end-of-life pain?,limited,,,,
Opioid Epidemic,"There has been limited research on the effectiveness of LOT for non-end-of-life pain. At the same time, there is mounting evidence of the ill effects of LOT, including increased mortality, OUD, overdose, sexual dysfunction, fractures, myocardial infarction, constipation, and sleep-disordered breathing. Despite increasing awareness of the known harms of opioids, 259 million opioid prescriptions were still written in 2012.",What are the adverse effects of LOT?,"increased mortality, OUD, overdose, sexual dysfunction, fractures, myocardial infarction, constipation, and sleep-disordered breathing",,,,
Opioid Epidemic,"There has been limited research on the effectiveness of LOT for non-end-of-life pain. At the same time, there is mounting evidence of the ill effects of LOT, including increased mortality, OUD, overdose, sexual dysfunction, fractures, myocardial infarction, constipation, and sleep-disordered breathing. Despite increasing awareness of the known harms of opioids, 259 million opioid prescriptions were still written in 2012.",How many opioid prescriptions were written in 2012 in spite of increasing awareness of the known harms of opioids?,259 million,,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.","From 1999 to 2008, what is increasing with the increment of opioid prescribing?","morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions",,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.",What was the leading cause of injury-related death in the U.S. in 2009?,drug overdose,,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.",What was surpassed by the injury-related death due to drug overdose in 2009 in the U.S.?,deaths from traffic accidents,,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.",What surpassed the deaths from traffic accidents in 2009 in the U.S.?,injury-related death,,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.",What happened in 2014?,"1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose",,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.",How many Americans were affected by an OUD related to non-medical  use of prescription pain relievers in 2014?,1.9 million,,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.",How many Americans died as a result of a  prescription drug overdose in 2014?,"18,893",,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.",What kind of increase has there been in the absolute number of deaths associated with the use of opioids since 2000?,a four-fold increase,,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.",What kind of increase has there been in the absolute number of deaths associated with the use of opioids between 2013 and 2014 alone?,14% increase,,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.","As found from a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, how many patients reported that they thought they were addicted/dependent on opioid pain medication?",34%,,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.","As found from a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, how many patients reported that they used the medication for fun or to get high?",34%,,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.","As found from a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, how many patients reported that they used the medication to relieve day-to-day stress?",22%,,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.",What was the outcome of the survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members?,"34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress",,,,
Opioid Epidemic,"The increase in opioid prescribing is matched by a parallel increase in morbidity, mortality, opioid-related  overdose death rates, and substance use disorders (SUD) treatment admissions from 1999 to 2008.  In 2009, drug overdose became the leading cause of injury-related death in the U.S., surpassing deaths from traffic accidents. In 2014, 1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose. There has been a four-fold increase in the absolute number of deaths  associated with use of opioids since 2000, and a 14% increase between 2013 and 2014 alone. In a survey of patients prescribed opioids for chronic non-cancer pain (CNCP) and their family members, 34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress.",What is CNCP?,chronic non-cancer pain,,,,
Opioid Epidemic,"Concurrent with the increase in prescription opioid use, the rate of heroin overdose deaths increased  nearly four-fold between 2000 and 2013. According to a survey of patients entering SUD treatment for  heroin use, the prescription opioid epidemic has resulted in a marked shift in how and which opioids are  abused. In the 1960s, 80% of people entering treatment for heroin use started using heroin as their first opioid, while in the 2000s, 75% of people entering treatment for heroin use started using prescription opioids as their first opioid. This increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes, has called attention to the need for a paradigm shift in pain and in the way it is treated. Consult the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG) for further information. ","Between 2000 and 2013, with the increment in prescription opioid use, what concurrently increased nearly four-fold?",the rate of heroin overdose deaths,,,,
Opioid Epidemic,"Concurrent with the increase in prescription opioid use, the rate of heroin overdose deaths increased  nearly four-fold between 2000 and 2013. According to a survey of patients entering SUD treatment for  heroin use, the prescription opioid epidemic has resulted in a marked shift in how and which opioids are  abused. In the 1960s, 80% of people entering treatment for heroin use started using heroin as their first opioid, while in the 2000s, 75% of people entering treatment for heroin use started using prescription opioids as their first opioid. This increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes, has called attention to the need for a paradigm shift in pain and in the way it is treated. Consult the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG) for further information. ",How much did the rate of heroin overdose deaths increase concurrently with the increase in prescription opioid use between 2000 and 2013?,nearly four-fold,,,,
Opioid Epidemic,"Concurrent with the increase in prescription opioid use, the rate of heroin overdose deaths increased  nearly four-fold between 2000 and 2013. According to a survey of patients entering SUD treatment for  heroin use, the prescription opioid epidemic has resulted in a marked shift in how and which opioids are  abused. In the 1960s, 80% of people entering treatment for heroin use started using heroin as their first opioid, while in the 2000s, 75% of people entering treatment for heroin use started using prescription opioids as their first opioid. This increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes, has called attention to the need for a paradigm shift in pain and in the way it is treated. Consult the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG) for further information. ",What percentage of people entering SUD treatment for heroin use started using heroin as their first opioid in the 1960s?,80%,,,,
Opioid Epidemic,"Concurrent with the increase in prescription opioid use, the rate of heroin overdose deaths increased  nearly four-fold between 2000 and 2013. According to a survey of patients entering SUD treatment for  heroin use, the prescription opioid epidemic has resulted in a marked shift in how and which opioids are  abused. In the 1960s, 80% of people entering treatment for heroin use started using heroin as their first opioid, while in the 2000s, 75% of people entering treatment for heroin use started using prescription opioids as their first opioid. This increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes, has called attention to the need for a paradigm shift in pain and in the way it is treated. Consult the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG) for further information. ",What percentage of people entering SUD treatment for heroin use started using prescription opioids as their first opioid in the 2000s?,75%,,,,
Opioid Epidemic,"Concurrent with the increase in prescription opioid use, the rate of heroin overdose deaths increased  nearly four-fold between 2000 and 2013. According to a survey of patients entering SUD treatment for  heroin use, the prescription opioid epidemic has resulted in a marked shift in how and which opioids are  abused. In the 1960s, 80% of people entering treatment for heroin use started using heroin as their first opioid, while in the 2000s, 75% of people entering treatment for heroin use started using prescription opioids as their first opioid. This increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes, has called attention to the need for a paradigm shift in pain and in the way it is treated. Consult the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG) for further information. ",What was the first opioid used by most of the people entering SUD treatment for heroin use in the 1960s?,heroin,,,,
Opioid Epidemic,"Concurrent with the increase in prescription opioid use, the rate of heroin overdose deaths increased  nearly four-fold between 2000 and 2013. According to a survey of patients entering SUD treatment for  heroin use, the prescription opioid epidemic has resulted in a marked shift in how and which opioids are  abused. In the 1960s, 80% of people entering treatment for heroin use started using heroin as their first opioid, while in the 2000s, 75% of people entering treatment for heroin use started using prescription opioids as their first opioid. This increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes, has called attention to the need for a paradigm shift in pain and in the way it is treated. Consult the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG) for further information. ",What was the first opioid used by most of the people entering SUD treatment for heroin use in the 2000s?,prescription opioids,,,,
Opioid Epidemic,"Concurrent with the increase in prescription opioid use, the rate of heroin overdose deaths increased  nearly four-fold between 2000 and 2013. According to a survey of patients entering SUD treatment for  heroin use, the prescription opioid epidemic has resulted in a marked shift in how and which opioids are  abused. In the 1960s, 80% of people entering treatment for heroin use started using heroin as their first opioid, while in the 2000s, 75% of people entering treatment for heroin use started using prescription opioids as their first opioid. This increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes, has called attention to the need for a paradigm shift in pain and in the way it is treated. Consult the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG) for further information. ",What called attention to the need for a paradigm shift in pain and in the way it is treated?,"increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes",,,,
Opioid Epidemic,"Concurrent with the increase in prescription opioid use, the rate of heroin overdose deaths increased  nearly four-fold between 2000 and 2013. According to a survey of patients entering SUD treatment for  heroin use, the prescription opioid epidemic has resulted in a marked shift in how and which opioids are  abused. In the 1960s, 80% of people entering treatment for heroin use started using heroin as their first opioid, while in the 2000s, 75% of people entering treatment for heroin use started using prescription opioids as their first opioid. This increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes, has called attention to the need for a paradigm shift in pain and in the way it is treated. Consult the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG) for further information. ",Where can further information on SUD treatment be found?,the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG),,,,
Opioid Epidemic,"Concurrent with the increase in prescription opioid use, the rate of heroin overdose deaths increased  nearly four-fold between 2000 and 2013. According to a survey of patients entering SUD treatment for  heroin use, the prescription opioid epidemic has resulted in a marked shift in how and which opioids are  abused. In the 1960s, 80% of people entering treatment for heroin use started using heroin as their first opioid, while in the 2000s, 75% of people entering treatment for heroin use started using prescription opioids as their first opioid. This increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes, has called attention to the need for a paradigm shift in pain and in the way it is treated. Consult the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG) for further information. ",What is VA/DoD SUD CPG?,VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders,,,,
Paradigm Shift in Pain and Its Treatment,"The U.S. is in the midst of a cultural transformation in the way pain is viewed and treated. The biomedical model of pain care, in which the pain experience is reduced to a pain generator and pain treatment is aimed at fixing or numbing pain with medications, interventions, or surgery, dominated the 1990s and the first decade of the 2000s. As the cost, potential harm, and limited effectiveness of the approach in the biomedical model of pain care to chronic pain was becoming apparent, the National Academy of Medicine issued a call for the transformation of pain care to a biopsychosocial, multimodal, interdisciplinary model.",In which way the U.S. is in the midst of cultural transformation?,in the way pain is viewed and treated,,,,
Paradigm Shift in Pain and Its Treatment,"The U.S. is in the midst of a cultural transformation in the way pain is viewed and treated. The biomedical model of pain care, in which the pain experience is reduced to a pain generator and pain treatment is aimed at fixing or numbing pain with medications, interventions, or surgery, dominated the 1990s and the first decade of the 2000s. As the cost, potential harm, and limited effectiveness of the approach in the biomedical model of pain care to chronic pain was becoming apparent, the National Academy of Medicine issued a call for the transformation of pain care to a biopsychosocial, multimodal, interdisciplinary model.",What happens in the biomedical model of pain care?,"the pain experience is reduced to a pain generator and pain treatment is aimed at fixing or numbing pain with medications, interventions, or surgery",,,,
Paradigm Shift in Pain and Its Treatment,"The U.S. is in the midst of a cultural transformation in the way pain is viewed and treated. The biomedical model of pain care, in which the pain experience is reduced to a pain generator and pain treatment is aimed at fixing or numbing pain with medications, interventions, or surgery, dominated the 1990s and the first decade of the 2000s. As the cost, potential harm, and limited effectiveness of the approach in the biomedical model of pain care to chronic pain was becoming apparent, the National Academy of Medicine issued a call for the transformation of pain care to a biopsychosocial, multimodal, interdisciplinary model.",What is the aim of the pain treatment in the biomedical model of pain care?,"fixing or numbing pain with medications, interventions, or surgery",,,,
Paradigm Shift in Pain and Its Treatment,"The U.S. is in the midst of a cultural transformation in the way pain is viewed and treated. The biomedical model of pain care, in which the pain experience is reduced to a pain generator and pain treatment is aimed at fixing or numbing pain with medications, interventions, or surgery, dominated the 1990s and the first decade of the 2000s. As the cost, potential harm, and limited effectiveness of the approach in the biomedical model of pain care to chronic pain was becoming apparent, the National Academy of Medicine issued a call for the transformation of pain care to a biopsychosocial, multimodal, interdisciplinary model.",Which was the dominating period of the biomedical model of pain care?,the 1990s and the first decade of the 2000s,,,,
Paradigm Shift in Pain and Its Treatment,"The U.S. is in the midst of a cultural transformation in the way pain is viewed and treated. The biomedical model of pain care, in which the pain experience is reduced to a pain generator and pain treatment is aimed at fixing or numbing pain with medications, interventions, or surgery, dominated the 1990s and the first decade of the 2000s. As the cost, potential harm, and limited effectiveness of the approach in the biomedical model of pain care to chronic pain was becoming apparent, the National Academy of Medicine issued a call for the transformation of pain care to a biopsychosocial, multimodal, interdisciplinary model.","Why did the National Academy of Medicine issue a call for the transformation of pain care to a biopsychosocial, multimodal, interdisciplinary model?","As the cost, potential harm, and limited effectiveness of the approach in the biomedical model of pain care to chronic pain was becoming apparent",,,,
Paradigm Shift in Pain and Its Treatment,"The U.S. is in the midst of a cultural transformation in the way pain is viewed and treated. The biomedical model of pain care, in which the pain experience is reduced to a pain generator and pain treatment is aimed at fixing or numbing pain with medications, interventions, or surgery, dominated the 1990s and the first decade of the 2000s. As the cost, potential harm, and limited effectiveness of the approach in the biomedical model of pain care to chronic pain was becoming apparent, the National Academy of Medicine issued a call for the transformation of pain care to a biopsychosocial, multimodal, interdisciplinary model.",Which model came after the biomedical model of pain care?,"a biopsychosocial, multimodal, interdisciplinary model",,,,
Paradigm Shift in Pain and Its Treatment,"A paradigm shift in the use of OT for chronic non-terminal pain has paralleled this transformation in pain  care. Prior to the 1980s, OT was rarely used outside of severe acute injury or post-surgical pain, primarily due to concern for tolerance, physical dependence, and addiction. As the hospice and palliative care  movement began defining end-of-life care in the U.S. during the 1980s and emphasizing the importance of  pain relief, OT increasingly became a mainstay for cancer and end-of-life pain. Efforts to destigmatize the use of prescription opioids for chronic non-terminal pain encompassed primary care providers and the  public. The efforts led to an unprecedented increase in opioid prescribing for chronic non-terminal pain.  Chronic pain management became synonymous with LOT in the 1990s and the first decade of the 2000s  with significant numbers of patients in pain clinics receiving LOT. Despite the absence of long-term safety or efficacy data, OT for chronic non-terminal pain became a mainstay of therapy. However, as observational and epidemiologic data of harm from LOT accumulated, a much more cautious approach to  OT for chronic non-terminal pain has emerged in the decade of the 2010s.",What happened concurrently with the transformation in pain care?,A paradigm shift in the use of OT for chronic non-terminal pain,,,,
Paradigm Shift in Pain and Its Treatment,"A paradigm shift in the use of OT for chronic non-terminal pain has paralleled this transformation in pain  care. Prior to the 1980s, OT was rarely used outside of severe acute injury or post-surgical pain, primarily due to concern for tolerance, physical dependence, and addiction. As the hospice and palliative care  movement began defining end-of-life care in the U.S. during the 1980s and emphasizing the importance of  pain relief, OT increasingly became a mainstay for cancer and end-of-life pain. Efforts to destigmatize the use of prescription opioids for chronic non-terminal pain encompassed primary care providers and the  public. The efforts led to an unprecedented increase in opioid prescribing for chronic non-terminal pain.  Chronic pain management became synonymous with LOT in the 1990s and the first decade of the 2000s  with significant numbers of patients in pain clinics receiving LOT. Despite the absence of long-term safety or efficacy data, OT for chronic non-terminal pain became a mainstay of therapy. However, as observational and epidemiologic data of harm from LOT accumulated, a much more cautious approach to  OT for chronic non-terminal pain has emerged in the decade of the 2010s.",How was OT used prior to 1980s?,"rarely used outside of severe acute injury or post-surgical pain, primarily due to concern for tolerance, physical dependence, and addiction",,,,
