Prioritizing Safe Opioid Prescribing Practices and Use ,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What are the components of the OEND program?,"education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",Name two initiatives that are aimed at improving the safe use of opioids? ,OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",What was the purpose of the OSI toolkit?,provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",Where can the OSI toolkit materials be found? ,https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",What is the aim of the patient guide?,providing information to patients as well as their providers regarding the safe use  of opioids,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",Where can more information be found on the patient guide?,http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",Who issued a policy requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain? ,the VHA,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",Why did VHA issue a policy requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain? ,To further promote safety and patient centered care,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",When did VHA issue a policy requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain? ,in 2014,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",What are the requirements in the policy issued by the VHA to further promote safety and patient centered care?,standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The presidential memorandum of October 2015 mandated that executive departments and agencies shall, to the extent permitted by law, provide training on the appropriate and effective prescribing of opioid medications to all employees who are health care professionals and who prescribe controlled substances as part of their federal responsibilities and duties. The DoD Opioid Prescriber Safety  Training Program, launched accordingly, includes modules on pain management and opioid prescribing safety, the recent Centers for Disease Control and Prevention (CDC) guideline, and the identification of substance misuse and referral to specialized services. Defense Centers of  Excellence for Psychological Health and Traumatic Brain Injury is sponsoring the training and related management support. Training is available online at http://opstp.cds.pesgce.com/hub.php.  ",What was mandated by the presidential memorandum of October 2015?,"executive departments and agencies shall, to the extent permitted by law, provide training on the appropriate and effective prescribing of opioid medications to all employees who are health care professionals and who prescribe controlled substances as part of their federal responsibilities and duties",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The presidential memorandum of October 2015 mandated that executive departments and agencies shall, to the extent permitted by law, provide training on the appropriate and effective prescribing of opioid medications to all employees who are health care professionals and who prescribe controlled substances as part of their federal responsibilities and duties. The DoD Opioid Prescriber Safety  Training Program, launched accordingly, includes modules on pain management and opioid prescribing safety, the recent Centers for Disease Control and Prevention (CDC) guideline, and the identification of substance misuse and referral to specialized services. Defense Centers of  Excellence for Psychological Health and Traumatic Brain Injury is sponsoring the training and related management support. Training is available online at http://opstp.cds.pesgce.com/hub.php.  ",Who mandated training on the appropriate and effective prescribing of opioid medications to all employees who are health care professionals?,The presidential memorandum of October 2015,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The presidential memorandum of October 2015 mandated that executive departments and agencies shall, to the extent permitted by law, provide training on the appropriate and effective prescribing of opioid medications to all employees who are health care professionals and who prescribe controlled substances as part of their federal responsibilities and duties. The DoD Opioid Prescriber Safety  Training Program, launched accordingly, includes modules on pain management and opioid prescribing safety, the recent Centers for Disease Control and Prevention (CDC) guideline, and the identification of substance misuse and referral to specialized services. Defense Centers of  Excellence for Psychological Health and Traumatic Brain Injury is sponsoring the training and related management support. Training is available online at http://opstp.cds.pesgce.com/hub.php.  ",Who mandated training on the appropriate and effective prescribing of opioid medications to all employees who prescribe controlled substances as part of their federal responsibilities and duties?,The presidential memorandum of October 2015,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The presidential memorandum of October 2015 mandated that executive departments and agencies shall, to the extent permitted by law, provide training on the appropriate and effective prescribing of opioid medications to all employees who are health care professionals and who prescribe controlled substances as part of their federal responsibilities and duties. The DoD Opioid Prescriber Safety  Training Program, launched accordingly, includes modules on pain management and opioid prescribing safety, the recent Centers for Disease Control and Prevention (CDC) guideline, and the identification of substance misuse and referral to specialized services. Defense Centers of  Excellence for Psychological Health and Traumatic Brain Injury is sponsoring the training and related management support. Training is available online at http://opstp.cds.pesgce.com/hub.php.  ",What does the DoD Opioid Prescriber Safety  Training Program include?,"modules on pain management and opioid prescribing safety, the recent Centers for Disease Control and Prevention (CDC) guideline, and the identification of substance misuse and referral to specialized services",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The presidential memorandum of October 2015 mandated that executive departments and agencies shall, to the extent permitted by law, provide training on the appropriate and effective prescribing of opioid medications to all employees who are health care professionals and who prescribe controlled substances as part of their federal responsibilities and duties. The DoD Opioid Prescriber Safety  Training Program, launched accordingly, includes modules on pain management and opioid prescribing safety, the recent Centers for Disease Control and Prevention (CDC) guideline, and the identification of substance misuse and referral to specialized services. Defense Centers of  Excellence for Psychological Health and Traumatic Brain Injury is sponsoring the training and related management support. Training is available online at http://opstp.cds.pesgce.com/hub.php.  ",Which training program was launched according to the mandate by the presidential memorandum of October 2015?,DoD Opioid Prescriber Safety  Training Program,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The presidential memorandum of October 2015 mandated that executive departments and agencies shall, to the extent permitted by law, provide training on the appropriate and effective prescribing of opioid medications to all employees who are health care professionals and who prescribe controlled substances as part of their federal responsibilities and duties. The DoD Opioid Prescriber Safety  Training Program, launched accordingly, includes modules on pain management and opioid prescribing safety, the recent Centers for Disease Control and Prevention (CDC) guideline, and the identification of substance misuse and referral to specialized services. Defense Centers of  Excellence for Psychological Health and Traumatic Brain Injury is sponsoring the training and related management support. Training is available online at http://opstp.cds.pesgce.com/hub.php.  ",Who is sponsoring the training and related management support?,Defense Centers of  Excellence for Psychological Health and Traumatic Brain Injury,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The presidential memorandum of October 2015 mandated that executive departments and agencies shall, to the extent permitted by law, provide training on the appropriate and effective prescribing of opioid medications to all employees who are health care professionals and who prescribe controlled substances as part of their federal responsibilities and duties. The DoD Opioid Prescriber Safety  Training Program, launched accordingly, includes modules on pain management and opioid prescribing safety, the recent Centers for Disease Control and Prevention (CDC) guideline, and the identification of substance misuse and referral to specialized services. Defense Centers of  Excellence for Psychological Health and Traumatic Brain Injury is sponsoring the training and related management support. Training is available online at http://opstp.cds.pesgce.com/hub.php.  ",Where can the DoD Opioid Prescriber Safety  Training Program be found?,http://opstp.cds.pesgce.com/hub.php,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The CDC released its Guideline for Prescribing Opioids for Chronic Pain, directed toward primary care physicians, on March 15, 2016. The aim of the guideline is to assist primary care providers in offering safe and effective treatment for patients with chronic pain in the outpatient setting (not including active cancer treatment, palliative care, or end-of-life care). It is also aimed at improving communication between providers and patients and decreasing adverse outcomes associated with LOT. The CDC guideline,  similar to the VA/DoD OT CPG, covered topics including initiation and continuation of OT, management of  OT, and risk assessment and use of risk mitigation strategies. It also used the GRADE system to assign a  grade for the strength for each recommendation which includes assessment of the quality of the evidence and consideration of the balance of desirable and undesirable outcomes, patient values and preferences,  and other considerations (e.g., resource use, equity) during recommendation development. ",Who are the targeted individuals for the CDC Guideline for Prescribing Opioids for Chronic Pain?,primary care physicians,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The CDC released its Guideline for Prescribing Opioids for Chronic Pain, directed toward primary care physicians, on March 15, 2016. The aim of the guideline is to assist primary care providers in offering safe and effective treatment for patients with chronic pain in the outpatient setting (not including active cancer treatment, palliative care, or end-of-life care). It is also aimed at improving communication between providers and patients and decreasing adverse outcomes associated with LOT. The CDC guideline,  similar to the VA/DoD OT CPG, covered topics including initiation and continuation of OT, management of  OT, and risk assessment and use of risk mitigation strategies. It also used the GRADE system to assign a  grade for the strength for each recommendation which includes assessment of the quality of the evidence and consideration of the balance of desirable and undesirable outcomes, patient values and preferences,  and other considerations (e.g., resource use, equity) during recommendation development. ",When did the CDC released its Guideline for Prescribing Opioids for Chronic Pain? ,"March 15, 2016",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The CDC released its Guideline for Prescribing Opioids for Chronic Pain, directed toward primary care physicians, on March 15, 2016. The aim of the guideline is to assist primary care providers in offering safe and effective treatment for patients with chronic pain in the outpatient setting (not including active cancer treatment, palliative care, or end-of-life care). It is also aimed at improving communication between providers and patients and decreasing adverse outcomes associated with LOT. The CDC guideline,  similar to the VA/DoD OT CPG, covered topics including initiation and continuation of OT, management of  OT, and risk assessment and use of risk mitigation strategies. It also used the GRADE system to assign a  grade for the strength for each recommendation which includes assessment of the quality of the evidence and consideration of the balance of desirable and undesirable outcomes, patient values and preferences,  and other considerations (e.g., resource use, equity) during recommendation development. ",What is the aim of the CDC Guideline for Prescribing Opioids for Chronic Pain?,"assist primary care providers in offering safe and effective treatment for patients with chronic pain in the outpatient setting (not including active cancer treatment, palliative care, or end-of-life care). It is also aimed at improving communication between providers and patients and decreasing adverse outcomes associated with LOT.",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The CDC released its Guideline for Prescribing Opioids for Chronic Pain, directed toward primary care physicians, on March 15, 2016. The aim of the guideline is to assist primary care providers in offering safe and effective treatment for patients with chronic pain in the outpatient setting (not including active cancer treatment, palliative care, or end-of-life care). It is also aimed at improving communication between providers and patients and decreasing adverse outcomes associated with LOT. The CDC guideline,  similar to the VA/DoD OT CPG, covered topics including initiation and continuation of OT, management of  OT, and risk assessment and use of risk mitigation strategies. It also used the GRADE system to assign a  grade for the strength for each recommendation which includes assessment of the quality of the evidence and consideration of the balance of desirable and undesirable outcomes, patient values and preferences,  and other considerations (e.g., resource use, equity) during recommendation development. ",Which topics are covered in the CDC Guideline for Prescribing Opioids for Chronic Pain?,"initiation and continuation of OT, management of  OT, and risk assessment and use of risk mitigation strategies",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The CDC released its Guideline for Prescribing Opioids for Chronic Pain, directed toward primary care physicians, on March 15, 2016. The aim of the guideline is to assist primary care providers in offering safe and effective treatment for patients with chronic pain in the outpatient setting (not including active cancer treatment, palliative care, or end-of-life care). It is also aimed at improving communication between providers and patients and decreasing adverse outcomes associated with LOT. The CDC guideline,  similar to the VA/DoD OT CPG, covered topics including initiation and continuation of OT, management of  OT, and risk assessment and use of risk mitigation strategies. It also used the GRADE system to assign a  grade for the strength for each recommendation which includes assessment of the quality of the evidence and consideration of the balance of desirable and undesirable outcomes, patient values and preferences,  and other considerations (e.g., resource use, equity) during recommendation development. ",Which system is used by the CDC guideline to assign a  grade for the strength for each recommendation? ,GRADE system,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The CDC released its Guideline for Prescribing Opioids for Chronic Pain, directed toward primary care physicians, on March 15, 2016. The aim of the guideline is to assist primary care providers in offering safe and effective treatment for patients with chronic pain in the outpatient setting (not including active cancer treatment, palliative care, or end-of-life care). It is also aimed at improving communication between providers and patients and decreasing adverse outcomes associated with LOT. The CDC guideline,  similar to the VA/DoD OT CPG, covered topics including initiation and continuation of OT, management of  OT, and risk assessment and use of risk mitigation strategies. It also used the GRADE system to assign a  grade for the strength for each recommendation which includes assessment of the quality of the evidence and consideration of the balance of desirable and undesirable outcomes, patient values and preferences,  and other considerations (e.g., resource use, equity) during recommendation development. ",What does the GRADE system include?,"assessment of the quality of the evidence and consideration of the balance of desirable and undesirable outcomes, patient values and preferences,  and other considerations (e.g., resource use, equity) during recommendation development",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"On July 22, 2016, the Comprehensive Addiction and Recovery Act (CARA) was enacted with the aim of addressing the epidemic of overdoses from prescription opioids and other prescription drugs and heroin. While this act was primarily focused on opioid abuse treatment and prevention, it also gave specific instruction to the VA in regard to broad aspects of OT including consideration of the CDC guideline in revising the prior VA/DoD OT CPG and adopting it for the VA. There are, however, some important distinctions between the CDC guideline and the VA/DoD OT CPG. ",What is CARA?,the Comprehensive Addiction and Recovery Act,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"On July 22, 2016, the Comprehensive Addiction and Recovery Act (CARA) was enacted with the aim of addressing the epidemic of overdoses from prescription opioids and other prescription drugs and heroin. While this act was primarily focused on opioid abuse treatment and prevention, it also gave specific instruction to the VA in regard to broad aspects of OT including consideration of the CDC guideline in revising the prior VA/DoD OT CPG and adopting it for the VA. There are, however, some important distinctions between the CDC guideline and the VA/DoD OT CPG. ",When was CARA enacted?,"July 22, 2016",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"On July 22, 2016, the Comprehensive Addiction and Recovery Act (CARA) was enacted with the aim of addressing the epidemic of overdoses from prescription opioids and other prescription drugs and heroin. While this act was primarily focused on opioid abuse treatment and prevention, it also gave specific instruction to the VA in regard to broad aspects of OT including consideration of the CDC guideline in revising the prior VA/DoD OT CPG and adopting it for the VA. There are, however, some important distinctions between the CDC guideline and the VA/DoD OT CPG. ",What is the aim of CARA?,addressing the epidemic of overdoses from prescription opioids and other prescription drugs and heroin,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"On July 22, 2016, the Comprehensive Addiction and Recovery Act (CARA) was enacted with the aim of addressing the epidemic of overdoses from prescription opioids and other prescription drugs and heroin. While this act was primarily focused on opioid abuse treatment and prevention, it also gave specific instruction to the VA in regard to broad aspects of OT including consideration of the CDC guideline in revising the prior VA/DoD OT CPG and adopting it for the VA. There are, however, some important distinctions between the CDC guideline and the VA/DoD OT CPG. ",What is the primary focus of the CARA?,opioid abuse treatment and prevention,,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The VA/DoD OT CPG was developed with a specific patient population in mind—Service Members,  Veterans, and their families—that has unique characteristics and needs related to the military culture and communities to which they return. Throughout the VA/DoD OT CPG, attention is paid to the characteristics and needs of these patients, particularly regarding specific risk factors such as risk for suicide, SUD, and other medical and mental health co-occurring conditions that may complicate the management of pain for these patients. Further, these recommendations were made keeping in mind the implications they would  have within the VA/DoD healthcare settings, particularly regarding considerations such as resource use, accessibility, and equity related to each recommendation and the urgent need for rigorous attention to the balance of risks and benefits for patients within the VA/DoD specifically. ",Who are the target population for the VA/DoD OT CPG?,"Service Members,  Veterans, and their families—that has unique characteristics and needs related to the military culture and communities to which they return",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The VA/DoD OT CPG was developed with a specific patient population in mind—Service Members,  Veterans, and their families—that has unique characteristics and needs related to the military culture and communities to which they return. Throughout the VA/DoD OT CPG, attention is paid to the characteristics and needs of these patients, particularly regarding specific risk factors such as risk for suicide, SUD, and other medical and mental health co-occurring conditions that may complicate the management of pain for these patients. Further, these recommendations were made keeping in mind the implications they would  have within the VA/DoD healthcare settings, particularly regarding considerations such as resource use, accessibility, and equity related to each recommendation and the urgent need for rigorous attention to the balance of risks and benefits for patients within the VA/DoD specifically. ","Throughout the VA/DoD OT CPG, particular attention is paid regarding which factors?","specific risk factors such as risk for suicide, SUD, and other medical and mental health co-occurring conditions that may complicate the management of pain for these patients",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"The VA/DoD OT CPG was developed with a specific patient population in mind—Service Members,  Veterans, and their families—that has unique characteristics and needs related to the military culture and communities to which they return. Throughout the VA/DoD OT CPG, attention is paid to the characteristics and needs of these patients, particularly regarding specific risk factors such as risk for suicide, SUD, and other medical and mental health co-occurring conditions that may complicate the management of pain for these patients. Further, these recommendations were made keeping in mind the implications they would  have within the VA/DoD healthcare settings, particularly regarding considerations such as resource use, accessibility, and equity related to each recommendation and the urgent need for rigorous attention to the balance of risks and benefits for patients within the VA/DoD specifically. ",What was the considerations behind the recommendations made in the CPG?,"the implications they would  have within the VA/DoD healthcare settings, particularly regarding considerations such as resource use, accessibility, and equity related to each recommendation and the urgent need for rigorous attention to the balance of risks and benefits for patients within the VA/DoD specifically",,,,
Prioritizing Safe Opioid Prescribing Practices and Use ,"There were also some differences in the methodology used between the development of the VA/DoD OT  CPG and the CDC guideline. Along with a clinical evidence review, during which the evidence was evaluated using GRADE, the CDC guideline developers also considered the findings of a contextual evidence review. Further, the CDC Core Expert Group, which consisted of subject matter experts,  representatives of primary care professional societies and state agencies, and an expert in guideline methodology, reviewed recommendations drafted by the CDC and evaluated how the evidence was used in the development of the recommendations, rather than developing the recommendations themselves  (as was the VA/DoD OT Work Group’s role in the development of the VA/DoD OT CPG). While experts provided feedback on the CDC recommendations and their development, the CDC determined the final recommendations. CDC also used a review process considering and incorporating feedback from federal partners (e.g., SAMHSA, VA, DoD), stakeholders (e.g., professional organizations, delivery systems,  community organizations), and other constituents (e.g., clinicians, prospective patients). The CDC guideline development process included notice in the Federal Register for a public review and comment period as well as peer review. Thus, the recommendations made in the CDC guideline, although similar to those made in this CPG, were likely based on a slightly different evidence base and revised based on the feedback of individuals who were considering a larger group of potential patients relative to the VA/DoD. Thus, while the VA/DoD OT Work Group was aware of the release of the CDC guideline and considered potential implications, the CDC guideline did not form the basis of the deliberations on the strength or direction of these recommendations. The Work Group followed the VA/DoD Guideline for Guidelines, a document that details the process by which VA/DoD guidelines will be developed, including the use of the  GRADE methodology. As required by Congress in CARA, the Work Group reviewed and considered the  CDC guideline and its inclusion in the VA/DoD OT CPG.",Mention some differences in the methodology used between the development of the VA/DoD OT CPG and the CDC guideline.,"Along with a clinical evidence review, during which the evidence was evaluated using GRADE, the CDC guideline developers also considered the findings of a contextual evidence review. Further, the CDC Core Expert Group, which consisted of subject matter experts,  representatives of primary care professional societies and state agencies, and an expert in guideline methodology, reviewed recommendations drafted by the CDC and evaluated how the evidence was used in the development of the recommendations, rather than developing the recommendations themselves  (as was the VA/DoD OT Work Group’s role in the development of the VA/DoD OT CPG). While experts provided feedback on the CDC recommendations and their development, the CDC determined the final recommendations. CDC also used a review process considering and incorporating feedback from federal partners (e.g., SAMHSA, VA, DoD), stakeholders (e.g., professional organizations, delivery systems,  community organizations), and other constituents (e.g., clinicians, prospective patients).",,,,
